,Unnamed: 0,coordinatorCountry,countryName,coordinator,totalCost,latitude,longitude,startDate,endDate,status,uni_lat,uni_lng,city,region,country
10654,10655,IT,Italy,FONDAZIONE EDMUND MACH,176203.8,42.83333,12.83333,2017-07-01,2019-06-30,SIGNED,46.194862,11.1351432,San Michele All'adige,Trentino-Alto Adige,Italy
10655,10656,IT,Italy,UNIVERSITA DEGLI STUDI DI TRENTO,150000.0,42.83333,12.83333,2018-01-01,2019-06-30,SIGNED,46.0694828,11.1210625,Trento,Trentino-Alto Adige,Italy
10656,10657,IT,Italy,STMICROELECTRONICS SRL,8173781.35,42.83333,12.83333,2015-07-01,2018-06-30,SIGNED,42.83333,12.83333,Other,Other,Italy
10657,10658,IT,Italy,INSTITUTO NEUROLOGICO MEDITERRANEO- NEUROMED SRL,168277.2,42.83333,12.83333,2019-04-01,2021-03-31,SIGNED,41.4947882,13.8284847,Other,Lazio,Italy
10658,10659,IT,Italy,POLITECNICO DI MILANO,150000.0,42.83333,12.83333,2018-04-01,2019-09-30,SIGNED,45.47809059999999,9.2282377,Milano,Lombardia,Italy
10659,10660,IT,Italy,ML ENGRAVING SRL,1833562.5,42.83333,12.83333,2015-08-01,2017-07-31,CLOSED,45.89148,10.0051306,Other,Lombardia,Italy
10660,10661,IT,Italy,CIBITEX SRL,71429.0,42.83333,12.83333,2015-03-01,2015-08-31,SIGNED,45.6500165,8.8724869,Other,Lombardia,Italy
10661,10662,IT,Italy,UNIVERSITA DEGLI STUDI DI PADOVA,1994764.0,42.83333,12.83333,2018-11-01,2023-10-31,SIGNED,45.406766,11.8774462,Padova,Veneto,Italy
10662,10663,IT,Italy,UNIVERSITA' DEGLI STUDI DI MILANO-BICOCCA,980634.0,42.83333,12.83333,2016-07-01,2021-06-30,SIGNED,45.518383,9.213452,Milano,Lombardia,Italy
10663,10664,IT,Italy,UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA,2450368.0,42.83333,12.83333,2015-03-01,2018-02-28,SIGNED,41.9037626,12.5144384,Roma,Lazio,Italy
10664,10665,IT,Italy,UNIVERSITA COMMERCIALE LUIGI BOCCONI,1335693.75,42.83333,12.83333,2018-10-01,2023-09-30,SIGNED,45.4485736,9.189945,Milano,Lombardia,Italy
10665,10666,IT,Italy,ISTITUTO NAZIONALE DI FISICA NUCLEARE,11565239.0,42.83333,12.83333,2015-04-01,2017-09-30,SIGNED,41.8978719,12.4755015,Roma,Lazio,Italy
10666,10667,IT,Italy,CONSIGLIO NAZIONALE DELLE RICERCHE,180277.2,42.83333,12.83333,2017-02-12,2019-07-13,SIGNED,40.84375000000001,14.2612,Other,Other,Italy
10667,10668,IT,Italy,OSPEDALE SAN RAFFAELE SRL,2390000.0,42.83333,12.83333,2017-07-01,2022-06-30,SIGNED,45.5053532,9.2651355,Segrate,Lombardia,Italy
10668,10669,IT,Italy,ENGINEERING - INGEGNERIA INFORMATICA SPA,2007692.5,42.83333,12.83333,2017-05-01,2019-04-30,SIGNED,41.9060341,12.504864,Roma,Lazio,Italy
10669,10670,IT,Italy,ISTITUTO NAZIONALE DI ASTROFISICA,168277.2,42.83333,12.83333,2016-04-04,2018-04-03,SIGNED,41.9225283,12.4522273,Roma,Lazio,Italy
10670,10671,IT,Italy,"""Istituto Nazionale di Alta Matematica """"Francesco Severi""""""",3139200.0,42.83333,12.83333,2017-02-01,2022-01-31,SIGNED,41.90172219999999,12.5151669,Roma,Lazio,Italy
10671,10672,IT,Italy,CONSIGLIO NAZIONALE DELLE RICERCHE,6036381.25,42.83333,12.83333,2018-01-01,2021-06-30,SIGNED,40.84375000000001,14.2612,Other,Other,Italy
10672,10673,IT,Italy,HYDRONIT SRL,71429.0,42.83333,12.83333,2016-02-01,2016-05-31,SIGNED,45.60299,9.167747,Other,Lombardia,Italy
10673,10674,IT,Italy,UNIVERSITA DEGLI STUDI DI PAVIA,1509000.0,42.83333,12.83333,2015-07-01,2020-06-30,SIGNED,45.1867156,9.1561041,Pavia,Lombardia,Italy
10674,10675,IT,Italy,FONDAZIONE CENTRO EURO-MEDITERRANEO SUI CAMBIAMENTI CLIMATICI,4999843.75,42.83333,12.83333,2017-12-01,2021-05-31,SIGNED,40.3529782,18.1715905,Lecce,Puglia,Italy
10675,10676,IT,Italy,UNIVERSITA DEGLI STUDI DI ROMA TORVERGATA,250518.6,42.83333,12.83333,2019-02-18,2022-02-17,SIGNED,41.8520309,12.6289995,Roma,Lazio,Italy
10676,10677,IT,Italy,TERA SRL,71429.0,42.83333,12.83333,2015-05-01,2015-10-31,SIGNED,42.83333,12.83333,Other,Other,Italy
10677,10678,IT,Italy,ISTITUTO NAZIONALE DI FISICA NUCLEARE,1272000.0,42.83333,12.83333,2017-04-01,2022-03-31,SIGNED,41.8978719,12.4755015,Roma,Lazio,Italy
10678,10679,IT,Italy,CONSIGLIO NAZIONALE DELLE RICERCHE,168277.2,42.83333,12.83333,2018-01-22,2020-01-21,SIGNED,40.84375000000001,14.2612,Other,Other,Italy
10679,10680,IT,Italy,FLEXBIMEC INTERNATIONAL SRL,1467250.0,42.83333,12.83333,2015-11-01,2017-10-31,SIGNED,44.62309,10.570588,Other,Emilia-Romagna,Italy
10680,10681,IT,Italy,FONDAZIONE BRUNO KESSLER,3628718.75,42.83333,12.83333,2016-03-01,2019-02-28,SIGNED,46.0627342,11.1244107,Trento,Trentino-Alto Adige,Italy
10681,10682,IT,Italy,CONSIGLIO NAZIONALE DELLE RICERCHE,3481875.0,42.83333,12.83333,2016-11-01,2020-10-31,SIGNED,40.84375000000001,14.2612,Other,Other,Italy
10682,10683,IT,Italy,LABORATORIO ITALIANO BIOCHIMICO FARMACEUTICO LISAPHARMA SPA,71429.0,42.83333,12.83333,2018-03-01,2018-08-31,SIGNED,45.8059956,9.2259218,Other,Lombardia,Italy
10683,10684,IT,Italy,FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA,8675611.25,42.83333,12.83333,2016-03-01,2020-02-29,SIGNED,44.47462400000001,8.906754,Genova,Liguria,Italy
10684,10685,IT,Italy,PROVINCIA DI MATERA,498157.0,42.83333,12.83333,2015-03-01,2018-11-30,SIGNED,40.6663496,16.6043636,Other,Other,Italy
10685,10686,IT,Italy,SCUOLA INTERNAZIONALE SUPERIORE DI STUDI AVANZATI DI TRIESTE,1422684.0,42.83333,12.83333,2016-09-01,2021-08-31,SIGNED,45.6798192,13.7750606,Trieste,Friuli-Venezia Giulia,Italy
10686,10687,IT,Italy,ISTITUTO SUPERIORE MARIO BOELLA SULLE TECNOLOGIE DELL'INFORMAZIONE E DELLE  TELECOMUNICAZIONI ASSOCIAZIONE,499282.5,42.83333,12.83333,2016-11-01,2018-10-31,SIGNED,45.0647802,7.658514100000001,Torino,Piemonte,Italy
10687,10688,IT,Italy,UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA,2998025.0,42.83333,12.83333,2016-10-01,2019-09-30,SIGNED,41.9037626,12.5144384,Roma,Lazio,Italy
10688,10689,IT,Italy,REPOSSI MACCHINE AGRICOLE SRL,71429.0,42.83333,12.83333,2016-11-01,2017-02-28,SIGNED,45.3124249,9.022380499999999,Other,Lombardia,Italy
10689,10690,IT,Italy,EMMETI SPA,71429.0,42.83333,12.83333,2015-11-01,2016-02-29,SIGNED,44.694544,10.463605,Other,Emilia-Romagna,Italy
10690,10691,IT,Italy,UNIVERSITA DEGLI STUDI DI FIRENZE,640867.5,42.83333,12.83333,2018-02-01,2020-01-31,SIGNED,43.7776426,11.259765,Other,Other,Italy
10691,10692,IT,Italy,DEEP BLUE SRL,599992.5,42.83333,12.83333,2016-06-20,2018-06-19,SIGNED,41.91844589999999,12.5002713,Roma,Lazio,Italy
10692,10693,IT,Italy,EUROPEAN UNIVERSITY INSTITUTE,829000.0,42.83333,12.83333,2017-06-01,2022-05-31,SIGNED,43.803079,11.282959,Fiesole,Toscana,Italy
10693,10694,IT,Italy,CONSIGLIO NAZIONALE DELLE RICERCHE,5717356.26,42.83333,12.83333,2015-06-01,2019-05-31,SIGNED,40.84375000000001,14.2612,Other,Other,Italy
10694,10695,IT,Italy,UMBRIA BIOENGINEERING TECNOLOGIES SOCIETA A RESPONSABILITA LIMITATA,71429.0,42.83333,12.83333,2017-08-01,2017-11-30,CLOSED,43.03979,12.61466,Other,Umbria,Italy
10695,10696,IT,Italy,UNIVERSITA DEGLI STUDI DI TRENTO,180277.2,42.83333,12.83333,2017-09-19,2020-04-18,SIGNED,46.0694828,11.1210625,Trento,Trentino-Alto Adige,Italy
10696,10697,IT,Italy,POLLUTION SRL,2360762.5,42.83333,12.83333,2017-05-01,2019-04-30,SIGNED,42.83333,12.83333,Other,Other,Italy
10697,10698,IT,Italy,UNIVERSITA DEGLI STUDI DI NAPOLI FEDERICO II.,1174500.0,42.83333,12.83333,2016-03-01,2020-02-29,TERMINATED,40.845492,14.2578058,Napoli,Campania,Italy
10698,10699,IT,Italy,UNIVERSITA DEGLI STUDI DI TRENTO,1994667.0,42.83333,12.83333,2016-07-01,2019-06-30,SIGNED,46.0694828,11.1210625,Trento,Trentino-Alto Adige,Italy
10699,10700,IT,Italy,SINECO INTERNATIONAL SRL,71429.0,42.83333,12.83333,2017-12-01,2018-04-30,SIGNED,45.648836,8.870806,Other,Lombardia,Italy
10700,10701,IT,Italy,PLC SYSTEM - SRL,3493750.0,42.83333,12.83333,2016-06-01,2018-11-30,SIGNED,42.83333,12.83333,Other,Other,Italy
10701,10702,IT,Italy,UNIVERSITA DEGLI STUDI DI PARMA,1499338.0,42.83333,12.83333,2016-10-01,2021-09-30,SIGNED,44.8012317,10.3255713,Parma,Emilia-Romagna,Italy
10702,10703,IT,Italy,INSENSUS PROJECT SOCIETA A RESPONSABILITA LIMITATA SEMPLIFICATA,71429.0,42.83333,12.83333,2016-07-01,2016-11-30,SIGNED,42.83333,12.83333,Other,Other,Italy
10703,10704,IT,Italy,FONDAZIONE BRUNO KESSLER,3744875.0,42.83333,12.83333,2016-01-01,2018-12-31,SIGNED,46.0627342,11.1244107,Trento,Trentino-Alto Adige,Italy
10704,10705,IT,Italy,PULVERIT SPA,71429.0,42.83333,12.83333,2015-02-01,2015-05-31,CLOSED,45.5070536,9.157615999999999,Milano,Lombardia,Italy
10705,10706,IT,Italy,UNIVERSITA DEGLI STUDI DI VERONA,180277.2,42.83333,12.83333,2018-09-01,2020-08-31,SIGNED,45.43739799999999,11.003376,Other,Other,Italy
10706,10707,IT,Italy,WATERVIEW SRL,71429.0,42.83333,12.83333,2016-06-01,2016-11-30,SIGNED,45.0653015,7.6591453,Torino,Piemonte,Italy
10707,10708,IT,Italy,CONSORZIO NAZIONALE INTERUNIVERSITARIO PER LE TELECOMUNICAZIONI,2549976.25,42.83333,12.83333,2015-01-01,2017-03-31,SIGNED,42.83333,12.83333,Other,Other,Italy
10708,10709,IT,Italy,ARESCOSMO S.P.A.,5389132.68,42.83333,12.83333,2015-09-01,2018-08-31,SIGNED,42.83333,12.83333,Other,Other,Italy
10709,10710,IT,Italy,ASE SPA,1670550.0,42.83333,12.83333,2016-07-01,2019-12-31,SIGNED,45.5795611,8.911590300000002,Other,Lombardia,Italy
10710,10711,IT,Italy,ENGINEERING - INGEGNERIA INFORMATICA SPA,4283480.0,42.83333,12.83333,2017-05-01,2019-10-31,SIGNED,41.9060341,12.504864,Roma,Lazio,Italy
10711,10712,IT,Italy,ZEHUS SPA,3452875.0,42.83333,12.83333,2017-02-01,2018-11-30,SIGNED,45.490804,9.212428,Milano,Lombardia,Italy
10712,10713,IT,Italy,FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA,1608125.0,42.83333,12.83333,2015-04-01,2020-03-31,SIGNED,44.47462400000001,8.906754,Genova,Liguria,Italy
10713,10714,IT,Italy,UNIVERSITA DEGLI STUDI DI PADOVA,168277.2,42.83333,12.83333,2015-09-01,2017-09-30,CLOSED,45.406766,11.8774462,Padova,Veneto,Italy
10714,10715,IT,Italy,CONSIGLIO NAZIONALE DELLE RICERCHE,1296000.0,42.83333,12.83333,2015-02-01,2019-01-31,SIGNED,40.84375000000001,14.2612,Other,Other,Italy
10715,10716,IT,Italy,PLASTICAL SRL,71429.0,42.83333,12.83333,2015-08-01,2016-01-31,SIGNED,44.5442966,11.3914428,Other,Emilia-Romagna,Italy
10716,10717,IT,Italy,UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA,1119338.0,42.83333,12.83333,2015-01-01,2018-03-31,SIGNED,41.9037626,12.5144384,Roma,Lazio,Italy
10717,10718,IT,Italy,UNIVERSITA DEGLI STUDI DI PADOVA,1999985.0,42.83333,12.83333,2016-06-01,2021-05-31,SIGNED,45.406766,11.8774462,Padova,Veneto,Italy
10718,10719,IT,Italy,METHODO CHEMICALS SRL,71429.0,42.83333,12.83333,2015-02-01,2015-07-31,CLOSED,44.8328137,10.7139266,Other,Other,Italy
10719,10720,IT,Italy,FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA,6986910.0,42.83333,12.83333,2018-01-01,2021-12-31,SIGNED,44.47462400000001,8.906754,Genova,Liguria,Italy
10720,10721,IT,Italy,FONDERIE CERVATI S.R.L,71429.0,42.83333,12.83333,2015-12-01,2016-03-31,SIGNED,45.5467115,10.1625855,Brescia,Lombardia,Italy
10721,10722,IT,Italy,DIMENSIONE INGENIERIE SRL,71429.0,42.83333,12.83333,2018-05-01,2018-08-31,SIGNED,45.0331,7.616779999999999,Torino,Piemonte,Italy
10722,10723,IT,Italy,CIRCLE SRL,1275562.5,42.83333,12.83333,2018-01-01,2020-06-30,SIGNED,42.83333,12.83333,Other,Other,Italy
10723,10724,IT,Italy,UNIVERSITA DEGLI STUDI DI VERONA,180277.2,42.83333,12.83333,2018-01-01,2019-12-31,SIGNED,45.43739799999999,11.003376,Other,Other,Italy
10724,10725,IT,Italy,ISTITUTO NAZIONALE DI FISICA NUCLEARE,2000000.0,42.83333,12.83333,2016-06-01,2021-05-31,SIGNED,41.8978719,12.4755015,Roma,Lazio,Italy
10725,10726,IT,Italy,POLITECNICO DI TORINO,238500.0,42.83333,12.83333,2016-02-01,2020-01-31,SIGNED,45.0540206,7.686030000000001,Torino,Piemonte,Italy
10726,10727,IT,Italy,GLAXOSMITHKLINE VACCINES SRL,1096286.4,42.83333,12.83333,2016-11-01,2020-10-31,SIGNED,43.334239,11.308298,Siena,Toscana,Italy
10727,10728,IT,Italy,UNIVERSITA DEGLI STUDI DI MILANO,180277.2,42.83333,12.83333,2017-09-01,2019-08-31,SIGNED,45.4601435,9.194584299999999,Milano,Lombardia,Italy
10728,10729,IT,Italy,ARCON SRLS,71429.0,42.83333,12.83333,2018-06-01,2018-10-31,SIGNED,42.83333,12.83333,Other,Other,Italy
10729,10730,IT,Italy,DEEP BLUE SRL,999000.0,42.83333,12.83333,2016-06-01,2018-05-31,SIGNED,41.91844589999999,12.5002713,Roma,Lazio,Italy
10730,10731,IT,Italy,BIO-PRO SRL,71429.0,42.83333,12.83333,2016-09-01,2016-11-30,SIGNED,44.7146781,11.1814199,Other,Emilia-Romagna,Italy
10731,10732,IT,Italy,META GROUP SRL,3499625.0,42.83333,12.83333,2016-12-15,2019-06-14,SIGNED,42.83333,12.83333,Other,Other,Italy
10732,10733,IT,Italy,TTSB SRL,71429.0,42.83333,12.83333,2018-02-01,2018-07-31,SIGNED,43.6848368,10.4873887,Other,Toscana,Italy
10733,10734,IT,Italy,POLITECNICO DI TORINO,1977500.0,42.83333,12.83333,2016-05-01,2021-04-30,SIGNED,45.0540206,7.686030000000001,Torino,Piemonte,Italy
10734,10735,IT,Italy,MINISTERO DELL'ECONOMIA E DELLE FINANZE,4520047.5,42.83333,12.83333,2015-01-01,2017-12-31,SIGNED,41.9061779,12.4975166,Roma,Lazio,Italy
10735,10736,IT,Italy,RF MICROTECH SRL,71429.0,42.83333,12.83333,2015-02-01,2015-07-31,SIGNED,43.076683,12.34299,Perugia,Umbria,Italy
10736,10737,IT,Italy,GI ERRE PLASTICA- S.R.L.,71429.0,42.83333,12.83333,2016-05-01,2016-09-30,SIGNED,44.54732,11.2665,Other,Emilia-Romagna,Italy
10737,10738,IT,Italy,CONSIGLIO NAZIONALE DELLE RICERCHE,168277.2,42.83333,12.83333,2018-05-01,2020-04-30,SIGNED,40.84375000000001,14.2612,Other,Other,Italy
10738,10739,IT,Italy,SCUOLA NORMALE SUPERIORE,168277.2,42.83333,12.83333,2018-01-01,2019-12-31,SIGNED,43.719601,10.40033,Pisa,Toscana,Italy
10739,10740,IT,Italy,IFOM FONDAZIONE ISTITUTO FIRC DI ONCOLOGIA MOLECOLARE,149425.0,42.83333,12.83333,2015-06-01,2016-11-30,SIGNED,45.4416609,9.203032199999999,Milano,Lombardia,Italy
10740,10741,IT,Italy,CONSIGLIO NAZIONALE DELLE RICERCHE,180277.2,42.83333,12.83333,2017-06-01,2019-05-31,SIGNED,40.84375000000001,14.2612,Other,Other,Italy
10741,10742,IT,Italy,OLMEDO SPECIAL VEHICLES SPA,71429.0,42.83333,12.83333,2017-12-01,2018-03-31,SIGNED,44.6665622,10.5018593,Other,Emilia-Romagna,Italy
10742,10743,IT,Italy,ALPHA CONSULTING SERVICE SRL,344227.5,42.83333,12.83333,2016-01-01,2018-06-30,SIGNED,42.83333,12.83333,Other,Other,Italy
10743,10744,IT,Italy,PATERLINI COSTRUZIONI SPA,71429.0,42.83333,12.83333,2017-11-01,2018-03-31,SIGNED,45.5797914,10.2246085,Brescia,Lombardia,Italy
10744,10745,IT,Italy,EUROPEAN UNIVERSITY INSTITUTE,172477.2,42.83333,12.83333,2016-10-01,2018-09-30,SIGNED,43.803079,11.282959,Fiesole,Toscana,Italy
10745,10746,IT,Italy,REA STEAM CLEANING SRL,71429.0,42.83333,12.83333,2017-05-01,2017-10-31,CLOSED,44.975547,7.735324800000001,Other,Piemonte,Italy
10746,10747,IT,Italy,UNIVERSITA DEGLI STUDI DI MILANO,2409209.0,42.83333,12.83333,2016-09-01,2021-08-31,SIGNED,45.4601435,9.194584299999999,Milano,Lombardia,Italy
10747,10748,IT,Italy,OSPEDALE SAN RAFFAELE SRL,168277.2,42.83333,12.83333,2017-07-01,2019-12-01,SIGNED,45.5053532,9.2651355,Segrate,Lombardia,Italy
10748,10749,IT,Italy,UNIVERSITA DEGLI STUDI DI NAPOLI FEDERICO II.,1485712.0,42.83333,12.83333,2015-04-01,2020-03-31,SIGNED,40.845492,14.2578058,Napoli,Campania,Italy
10749,10750,IT,Italy,Sclavo Vaccines Association,4786010.0,42.83333,12.83333,2015-03-01,2018-02-28,SIGNED,42.83333,12.83333,Other,Other,Italy
10750,10751,IT,Italy,HUMANITAS MIRASOLE SPA,5596928.0,42.83333,12.83333,2018-01-01,2021-12-31,SIGNED,45.372027,9.167498,Rozzano,Lombardia,Italy
10751,10752,IT,Italy,UNIVERSITA DEGLI STUDI DI PAVIA,1686875.0,42.83333,12.83333,2016-05-01,2021-04-30,SIGNED,45.1867156,9.1561041,Pavia,Lombardia,Italy
10752,10753,IT,Italy,MAC DUE MACCHINE AUTOMATICHE CONFEZIONATRICI SRL(MAC 2 - SRL),71429.0,42.83333,12.83333,2017-03-01,2017-06-30,CLOSED,44.5043059,11.4248428,Bologna,Emilia-Romagna,Italy
10753,10754,IT,Italy,CENTRO RICERCHE FIAT SCPA,8870204.0,42.83333,12.83333,2017-10-01,2021-03-31,SIGNED,45.0133072,7.5667506,Orbassano,Piemonte,Italy
10754,10755,IT,Italy,PETRA POLIMERI SRL,71429.0,42.83333,12.83333,2016-08-01,2016-11-30,SIGNED,44.8607413,11.5597375,Other,Emilia-Romagna,Italy
10755,10756,IT,Italy,FONDAZIONE TELETHON,180277.2,42.83333,12.83333,2018-04-01,2020-03-31,SIGNED,45.4712811,9.2103748,Milano,Lombardia,Italy
10756,10757,IT,Italy,UNIVERSITA COMMERCIALE LUIGI BOCCONI,180277.2,42.83333,12.83333,2019-09-01,2021-08-31,SIGNED,45.4485736,9.189945,Milano,Lombardia,Italy
10757,10758,IT,Italy,ENGINEERING - INGEGNERIA INFORMATICA SPA,6199228.75,42.83333,12.83333,2016-09-01,2019-02-28,SIGNED,41.9060341,12.504864,Roma,Lazio,Italy
10758,10759,IT,Italy,FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA,180277.2,42.83333,12.83333,2016-03-16,2018-03-15,CLOSED,44.47462400000001,8.906754,Genova,Liguria,Italy
10759,10760,IT,Italy,ANTARES VISION SRL,2452558.75,42.83333,12.83333,2016-11-01,2018-10-31,SIGNED,42.83333,12.83333,Other,Other,Italy
10760,10761,IT,Italy,CONSIGLIO NAZIONALE DELLE RICERCHE,168277.2,42.83333,12.83333,2018-10-01,2020-09-30,SIGNED,40.84375000000001,14.2612,Other,Other,Italy
10761,10762,IT,Italy,FRIULI INNOVAZIONE CENTRO DI RICERCA E DI TRASFERIMENTO TECNOLOGICO SCARL,50000.0,42.83333,12.83333,2017-10-01,2018-09-30,SIGNED,46.0144394,13.266582,Udine,Friuli-Venezia Giulia,Italy
10762,10763,IT,Italy,LANDLAB SRL,71429.0,42.83333,12.83333,2016-02-01,2016-08-31,SIGNED,45.5692558,11.6220826,Other,Veneto,Italy
10763,10764,IT,Italy,POLITECNICO DI TORINO,180277.2,42.83333,12.83333,2018-08-01,2020-07-31,SIGNED,45.0540206,7.686030000000001,Torino,Piemonte,Italy
10764,10765,IT,Italy,GARBO SRL,71429.0,42.83333,12.83333,2017-06-01,2017-08-31,CLOSED,45.40826029999999,8.7861878,Other,Piemonte,Italy
10765,10766,IT,Italy,CENTRO RICERCHE FIAT SCPA,11694311.19,42.83333,12.83333,2016-10-01,2019-09-30,SIGNED,45.0133072,7.5667506,Orbassano,Piemonte,Italy
10766,10767,IT,Italy,CONSORZIO INTERUNIVERSITARIO PER LO SVILUPPO DEI SISTEMI A GRANDE INTERFASE,9178647.25,42.83333,12.83333,2015-06-01,2018-11-30,SIGNED,42.83333,12.83333,Other,Other,Italy
10767,10768,IT,Italy,ENGINEERING - INGEGNERIA INFORMATICA SPA,2982805.0,42.83333,12.83333,2017-10-01,2020-09-30,SIGNED,41.9060341,12.504864,Roma,Lazio,Italy
10768,10769,IT,Italy,UNIVERSITA DEGLI STUDI DI TRIESTE,1237500.0,42.83333,12.83333,2017-01-01,2020-12-31,SIGNED,45.6585478,13.7932365,Trieste,Friuli-Venezia Giulia,Italy
10769,10770,IT,Italy,ELETTRONICA BIO MEDICALE,3990002.5,42.83333,12.83333,2015-03-01,2018-02-28,SIGNED,45.634236,13.7874932,Trieste,Friuli-Venezia Giulia,Italy
10770,10771,IT,Italy,UNIVERSITA DEGLI STUDI GABRIELE D'ANNUNZIO DI CHIETI-PESCARA,262269.0,42.83333,12.83333,2018-08-01,2021-07-31,SIGNED,42.3695272,14.1482932,Other,Other,Italy
10771,10772,IT,Italy,UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA,2192507.0,42.83333,12.83333,2016-11-01,2021-10-31,SIGNED,41.9037626,12.5144384,Roma,Lazio,Italy
10772,10773,IT,Italy,UNIVERSITA DEGLI STUDI DI MILANO,4822750.0,42.83333,12.83333,2015-01-01,2017-12-31,SIGNED,45.4601435,9.194584299999999,Milano,Lombardia,Italy
10773,10774,IT,Italy,POLITECNICO DI MILANO,5555830.0,42.83333,12.83333,2016-11-01,2020-10-31,SIGNED,45.47809059999999,9.2282377,Milano,Lombardia,Italy
10774,10775,IT,Italy,POLITECNICO DI TORINO,1489219.0,42.83333,12.83333,2016-03-01,2021-02-28,SIGNED,45.0540206,7.686030000000001,Torino,Piemonte,Italy
10775,10776,IT,Italy,HUMANITAS UNIVERSITY,168277.2,42.83333,12.83333,2018-01-02,2020-01-01,SIGNED,45.3702735,9.1723869,Other,Other,Italy
10776,10777,IT,Italy,UNIVERSITA DEGLI STUDI DI PERUGIA,150000.0,42.83333,12.83333,2018-02-01,2019-07-31,SIGNED,43.1164268,12.3868984,Perugia,Umbria,Italy
10777,10778,IT,Italy,UNIVERSITA DEGLI STUDI DI PERUGIA,3808670.04,42.83333,12.83333,2016-10-01,2020-09-30,SIGNED,43.1164268,12.3868984,Perugia,Umbria,Italy
10778,10779,IT,Italy,UNIVERSITA DEGLI STUDI DI FIRENZE,1595000.0,42.83333,12.83333,2016-11-01,2021-10-31,SIGNED,43.7776426,11.259765,Other,Other,Italy
10779,10780,IT,Italy,PROTOM GROUP SPA,2898250.0,42.83333,12.83333,2017-02-01,2020-05-31,SIGNED,42.83333,12.83333,Other,Other,Italy
10780,10781,IT,Italy,UNIVERSITA DEGLI STUDI DI PADOVA,982604.16,42.83333,12.83333,2017-06-01,2020-05-31,SIGNED,45.406766,11.8774462,Padova,Veneto,Italy
10781,10782,IT,Italy,CA-MI SRL,71429.0,42.83333,12.83333,2015-07-01,2015-10-31,SIGNED,44.6834685,10.292486,Other,Emilia-Romagna,Italy
10782,10783,IT,Italy,ISTITUTO NAZIONALE DI ASTROFISICA,1500000.0,42.83333,12.83333,2016-10-01,2021-09-30,SIGNED,41.9225283,12.4522273,Roma,Lazio,Italy
10783,10784,IT,Italy,OSPEDALE SAN RAFFAELE SRL,180277.2,42.83333,12.83333,2018-07-02,2020-07-01,SIGNED,45.5053532,9.2651355,Segrate,Lombardia,Italy
10784,10785,IT,Italy,UNIVERSITA DEGLI STUDI DEL PIEMONTE ORIENTALE AMEDEO AVOGADRO,5346957.5,42.83333,12.83333,2017-01-01,2020-12-31,SIGNED,45.3275748,8.4245634,Other,Piemonte,Italy
10785,10786,IT,Italy,POLIBIOTECH SRL,71429.0,42.83333,12.83333,2015-12-01,2016-03-31,SIGNED,42.83333,12.83333,Other,Other,Italy
10786,10787,IT,Italy,CONSIGLIO NAZIONALE DELLE RICERCHE,265500.0,42.83333,12.83333,2017-01-01,2019-12-31,SIGNED,40.84375000000001,14.2612,Other,Other,Italy
10787,10788,IT,Italy,SCRIBA NANOTECNOLOGIE SRL,71429.0,42.83333,12.83333,2016-10-01,2017-02-28,SIGNED,44.5298027,11.3527282,Bologna,Emilia-Romagna,Italy
10788,10789,IT,Italy,UNIVERSITA DEGLI STUDI DI TRENTO,4295755.0,42.83333,12.83333,2015-02-01,2018-07-31,SIGNED,46.0694828,11.1210625,Trento,Trentino-Alto Adige,Italy
10789,10790,IT,Italy,OSPEDALE SAN RAFFAELE SRL,168277.2,42.83333,12.83333,2019-02-01,2021-01-31,SIGNED,45.5053532,9.2651355,Segrate,Lombardia,Italy
10790,10791,IT,Italy,UNIVERSITA DI PISA,2955706.25,42.83333,12.83333,2017-05-01,2020-04-30,SIGNED,43.7167235,10.3988593,Pisa,Toscana,Italy
10791,10792,IT,Italy,AGENZIA REGIONALE PER LA TECNOLOGIA E L'INNOVAZIONE,50000.0,42.83333,12.83333,2016-02-01,2017-01-31,SIGNED,41.1161844,16.8681744,Bari,Puglia,Italy
10792,10793,IT,Italy,REFA MED SRL,71429.0,42.83333,12.83333,2015-12-01,2016-05-31,SIGNED,39.0548738,8.4473337,Other,Sardegna,Italy
10793,10794,IT,Italy,ONETRAY SRL,71429.0,42.83333,12.83333,2017-05-01,2017-10-31,CLOSED,42.83333,12.83333,Other,Other,Italy
10794,10795,IT,Italy,FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA,168277.2,42.83333,12.83333,2016-07-01,2018-06-30,SIGNED,44.47462400000001,8.906754,Genova,Liguria,Italy
10795,10796,IT,Italy,MARCOLD GROUP,71429.0,42.83333,12.83333,2015-12-01,2016-03-31,SIGNED,45.1931675,10.5872169,Other,Lombardia,Italy
10796,10797,IT,Italy,POLITECNICO DI TORINO,5905336.25,42.83333,12.83333,2015-09-01,2020-08-31,SIGNED,45.0540206,7.686030000000001,Torino,Piemonte,Italy
