"X","Unnamed..0","coordinatorCountry","countryName","coordinator","totalCost","latitude","longitude","startDate","endDate","status","uni_lat","uni_lng","startYear","startMonth","startDay","endYear","endMonth","endDay"
6988,6989,"ES","Spain","FUNDACION CENTRO DE TECNOLOGIAS DE INTERACCION VISUAL Y COMUNICACIONES VICOMTECH",3340720,40,-4,2016-02-01,2019-01-31,"SIGNED",43.292239,-1.985692,2016,2,1,2019,1,31
6989,6990,"ES","Spain","FUNDACIO INSTITUT DE CIENCIES FOTONIQUES",2840127.5,40,-4,2018-10-01,2021-09-30,"SIGNED",41.2754712,1.9896212,2018,10,1,2021,9,30
6990,6991,"ES","Spain","RAMAN HEALTH TECHNOLOGIES SL",71429,40,-4,2015-07-01,2015-10-31,"SIGNED",41.5181294,-4.7176606,2015,7,1,2015,10,31
6991,6992,"ES","Spain","UNIVERSITAT DE GIRONA",158121.6,40,-4,2018-10-01,2020-09-30,"SIGNED",41.9632822,2.8304263,2018,10,1,2020,9,30
6992,6993,"ES","Spain","AIMPLAS - ASOCIACION DE INVESTIGACION DE MATERIALES PLASTICOS Y CONEXAS",4273288.75,40,-4,2016-10-01,2020-03-31,"SIGNED",39.5471381,-0.4569669,2016,10,1,2020,3,31
6993,6994,"ES","Spain","FUNDACIO INSTITUT DE RECERCA BIOMEDICA (IRB BARCELONA)",2370625,40,-4,2018-08-01,2023-07-31,"SIGNED",41.38219,2.1180982,2018,8,1,2023,7,31
6994,6995,"ES","Spain","LAMBERPROM SL",71429,40,-4,2015-12-01,2016-03-31,"SIGNED",40,-4,2015,12,1,2016,3,31
6995,6996,"ES","Spain","UNIVERSIDAD COMPLUTENSE DE MADRID",158121.6,40,-4,2016-02-01,2018-01-31,"CLOSED",40.4478246,-3.7285872,2016,2,1,2018,1,31
6996,6997,"ES","Spain","UNIVERSIDAD DE SALAMANCA",158121.6,40,-4,2016-12-05,2018-12-04,"TERMINATED",40.9613376,-5.6669251,2016,12,5,2018,12,4
6997,6998,"ES","Spain","UNIVERSITAT POLITECNICA DE VALENCIA",3228838,40,-4,2015-02-01,2018-01-31,"SIGNED",39.4808376,-0.3409522,2015,2,1,2018,1,31
6998,6999,"ES","Spain","PROTECCION ON-LINE SL",871615,40,-4,2015-07-01,2017-06-30,"TERMINATED",40,-4,2015,7,1,2017,6,30
6999,7000,"ES","Spain","LA PALMA RESEARCH CENTRE FOR FUTURE STUDIES SL",227225,40,-4,2014-05-01,2015-12-31,"SIGNED",28.658305,-17.9123832,2014,5,1,2015,12,31
7000,7001,"ES","Spain","HI IBERIA INGENIERIA Y PROYECTOS SL",3782408.75,40,-4,2017-12-01,2020-11-30,"SIGNED",40.4599219,-3.686084,2017,12,1,2020,11,30
7001,7002,"ES","Spain","INTEGRASYS SA",1158750,40,-4,2017-06-01,2018-11-30,"SIGNED",40,-4,2017,6,1,2018,11,30
7002,7003,"ES","Spain","FUNDACIO CENTRE DE REGULACIO GENOMICA",1381286,40,-4,2018-03-01,2023-02-28,"SIGNED",41.3853788,2.1940517,2018,3,1,2023,2,28
7003,7004,"ES","Spain","AGENCIA ESTATAL CONSEJO SUPERIOR DEINVESTIGACIONES CIENTIFICAS",3750898.68,40,-4,2017-01-01,2020-12-31,"SIGNED",40.410138,-3.689073,2017,1,1,2020,12,31
7004,7005,"ES","Spain","FUNDACION TECNALIA RESEARCH & INNOVATION",599660,40,-4,2018-02-01,2020-01-31,"SIGNED",43.18578,-2.26393,2018,2,1,2020,1,31
7005,7006,"ES","Spain","IDEN BIOTECHNOLOGY SL",72500,40,-4,2017-09-15,2018-09-14,"SIGNED",42.7892824,-1.648566,2017,9,15,2018,9,14
7006,7007,"ES","Spain","FUNDACIO CENTRE DE REGULACIO GENOMICA",2548800,40,-4,2017-09-01,2022-08-31,"SIGNED",41.3853788,2.1940517,2017,9,1,2022,8,31
7007,7008,"ES","Spain","HISTOCELL SL",71429,40,-4,2017-02-01,2017-07-31,"SIGNED",43.2944218,-2.8684255,2017,2,1,2017,7,31
7008,7009,"ES","Spain","THERMAL POWER ENGINEERING SL",71429,40,-4,2016-03-01,2016-08-31,"SIGNED",40,-4,2016,3,1,2016,8,31
7009,7010,"ES","Spain","FUNDACIO INSTITUT DE CIENCIES FOTONIQUES",4026120,40,-4,2016-02-01,2020-01-31,"SIGNED",41.2754712,1.9896212,2016,2,1,2020,1,31
7010,7011,"ES","Spain","COBRA INSTALACIONES Y SERVICIOS S.A",3094050,40,-4,2016-11-01,2019-04-30,"SIGNED",28.4387391,-16.3054778,2016,11,1,2019,4,30
7011,7012,"ES","Spain","BMAT LICENSING SL",2898875,40,-4,2017-09-01,2020-08-31,"SIGNED",41.4054256,2.1618182,2017,9,1,2020,8,31
7012,7013,"ES","Spain","ACELLERA LABS SL",71429,40,-4,2015-06-01,2015-11-30,"SIGNED",41.3821573,2.1903145,2015,6,1,2015,11,30
7013,7014,"ES","Spain","JOSELAINEN SL",71429,40,-4,2016-11-01,2017-04-30,"SIGNED",40,-4,2016,11,1,2017,4,30
7014,7015,"ES","Spain","ANNEO TECHNOLOGIES SL",71429,40,-4,2016-08-01,2017-01-31,"SIGNED",40,-4,2016,8,1,2017,1,31
7015,7016,"ES","Spain","FUNDACION TECNALIA RESEARCH & INNOVATION",599000,40,-4,2016-01-01,2018-04-30,"SIGNED",43.18578,-2.26393,2016,1,1,2018,4,30
7016,7017,"ES","Spain","SOCIEDAD EUROPEA DE ANALISIS DIFERENCIAL DE MOVILIDAD SL",71429,40,-4,2016-03-01,2016-08-31,"SIGNED",40.457626,-3.6874022,2016,3,1,2016,8,31
7017,7018,"ES","Spain","AGENCIA PER A LA COMPETITIVITAT DE LA EMPRESA",10195200,40,-4,2016-07-01,2021-06-30,"SIGNED",41.3975422,2.1576492,2016,7,1,2021,6,30
7018,7019,"ES","Spain","UNIVERSITAT AUTONOMA DE BARCELONA",1418869,40,-4,2018-09-01,2023-08-31,"SIGNED",41.5019255,2.1048538,2018,9,1,2023,8,31
7019,7020,"ES","Spain","FUNDACION AGENCIA ARAGONESA PARA LA INVESTIGACION Y EL DESARROLLO",170121.6,40,-4,2018-04-01,2020-03-31,"SIGNED",41.670477,-0.900858,2018,4,1,2020,3,31
7020,7021,"ES","Spain","UNIVERSIDAD DE LAS PALMAS DE GRAN CANARIA",774000,40,-4,2017-01-01,2020-12-31,"SIGNED",28.0991889,-15.4199187,2017,1,1,2020,12,31
7021,7022,"ES","Spain","DANOBAT",2718723.75,40,-4,2016-06-01,2018-05-31,"SIGNED",40,-4,2016,6,1,2018,5,31
7022,7023,"ES","Spain","UNIVERSIDAD DE ZARAGOZA",150000,40,-4,2017-09-01,2019-02-28,"SIGNED",41.6420639,-0.9015065,2017,9,1,2019,2,28
7023,7024,"ES","Spain","XESOL I MAS D MAS I SL",2844500,40,-4,2017-07-01,2019-06-30,"SIGNED",42.2416285,-8.7014126,2017,7,1,2019,6,30
7024,7025,"ES","Spain","ACCIONA CONSTRUCCION SA",5849107,40,-4,2015-02-01,2019-07-31,"SIGNED",40,-4,2015,2,1,2019,7,31
7025,7026,"ES","Spain","UNIVERSIDAD POMPEU FABRA",158121.6,40,-4,2018-09-01,2020-08-31,"SIGNED",41.3789689,2.1797941,2018,9,1,2020,8,31
7026,7027,"ES","Spain","AT-BIOTECH TRACEABILITY INFORMATION SYSTEMS SL",71429,40,-4,2016-12-01,2017-05-31,"CLOSED",40,-4,2016,12,1,2017,5,31
7027,7028,"ES","Spain","ENVIROHEMP SL",2675901.25,40,-4,2016-11-01,2019-10-31,"SIGNED",40,-4,2016,11,1,2019,10,31
7028,7029,"ES","Spain","DABAYMA 2015, SOCIEDAD LIMITADA",71429,40,-4,2018-06-01,2018-09-30,"SIGNED",40,-4,2018,6,1,2018,9,30
7029,7030,"ES","Spain","AEQUS INGENIERIA SL",71429,40,-4,2016-08-01,2016-11-30,"SIGNED",40,-4,2016,8,1,2016,11,30
7030,7031,"ES","Spain","ATOS SPAIN SA",7569030.38,40,-4,2016-01-01,2018-12-31,"SIGNED",40,-4,2016,1,1,2018,12,31
7031,7032,"ES","Spain","UNIVERSIDAD DEL PAIS VASCO/ EUSKAL HERRIKO UNIBERTSITATEA",170121.6,40,-4,2016-04-01,2018-03-31,"SIGNED",43.3309433,-2.9678921,2016,4,1,2018,3,31
7032,7033,"ES","Spain","UNIVERSITAT POLITECNICA DE CATALUNYA",1999332.5,40,-4,2016-11-01,2019-10-31,"SIGNED",41.388004,2.1132804,2016,11,1,2019,10,31
7033,7034,"ES","Spain","BAX INNOVATION CONSULTING SL",1568750,40,-4,2015-03-01,2018-08-31,"SIGNED",41.394976,2.1783712,2015,3,1,2018,8,31
7034,7035,"ES","Spain","UNIVERSIDAD DE GRANADA",257191.2,40,-4,2015-06-01,2018-05-31,"SIGNED",37.1839398,-3.6010182,2015,6,1,2018,5,31
7035,7036,"ES","Spain","TALLERES AZUARA  SL",2854416.25,40,-4,2017-05-01,2018-10-31,"SIGNED",40,-4,2017,5,1,2018,10,31
7036,7037,"ES","Spain","UNIVERSIDAD DE VALLADOLID",170121.6,40,-4,2018-06-01,2020-05-31,"SIGNED",41.6569271,-4.7140547,2018,6,1,2020,5,31
7037,7038,"ES","Spain","UNIVERSIDAD DE LA LAGUNA",1996750,40,-4,2015-09-01,2020-08-31,"SIGNED",28.4810941,-16.3158443,2015,9,1,2020,8,31
7038,7039,"ES","Spain","UNIVERSIDAD DE LA LAGUNA",251276.4,40,-4,2016-10-01,2019-09-30,"SIGNED",28.4810941,-16.3158443,2016,10,1,2019,9,30
7039,7040,"ES","Spain","CONFEDERACION HIDROGRAFICA DEL DUERO",5081176.25,40,-4,2016-12-01,2019-11-30,"SIGNED",42.5966977,-5.5721836,2016,12,1,2019,11,30
7040,7041,"ES","Spain","FUNDACIO CENTRE DE REGULACIO GENOMICA",3988752.5,40,-4,2016-02-01,2020-01-31,"SIGNED",41.3853788,2.1940517,2016,2,1,2020,1,31
7041,7042,"ES","Spain","FUNDACIO INSTITUT DE CIENCIES FOTONIQUES",170121.6,40,-4,2015-09-01,2017-08-31,"SIGNED",41.2754712,1.9896212,2015,9,1,2017,8,31
7042,7043,"ES","Spain","COMPANIA ESPANOLA DE ALTA EFICIENCIA FOTOVOLTAICA BSQ SOLAR SL",2333716.25,40,-4,2015-08-01,2018-04-30,"SIGNED",40.4482042,-3.7103334,2015,8,1,2018,4,30
7043,7044,"ES","Spain","AGENCIA ESTATAL CONSEJO SUPERIOR DEINVESTIGACIONES CIENTIFICAS",170121.6,40,-4,2015-07-01,2017-06-30,"CLOSED",40.410138,-3.689073,2015,7,1,2017,6,30
7044,7045,"ES","Spain","JUST GLOBAL COMMUNICATION & INTERNATIONAL MARKETING SL",2154983.75,40,-4,2018-03-01,2020-02-29,"SIGNED",40,-4,2018,3,1,2020,2,29
7045,7046,"ES","Spain","UNIVERSIDAD DE MURCIA",3811469.04,40,-4,2015-11-01,2019-10-31,"SIGNED",38.018751,-1.16938,2015,11,1,2019,10,31
7046,7047,"ES","Spain","FARSENS, S.L",803179.29,40,-4,2015-04-01,2017-05-31,"SIGNED",43.2927786,-1.9845986,2015,4,1,2017,5,31
7047,7048,"ES","Spain","AGENCIA ESTATAL CONSEJO SUPERIOR DEINVESTIGACIONES CIENTIFICAS",158121.6,40,-4,2017-05-16,2019-05-15,"SIGNED",40.410138,-3.689073,2017,5,16,2019,5,15
7048,7049,"ES","Spain","CENTRO DE INVESTIGACION COOPERATIVADE ENERGIAS ALTERNATIVAS FUNDACION",9657038.11,40,-4,2015-09-01,2019-02-28,"SIGNED",42.910926,-2.669076,2015,9,1,2019,2,28
7049,7050,"ES","Spain","FUNDACION PRIVADA INSTITUTO DE SALUD GLOBAL BARCELONA",158121.6,40,-4,2016-08-29,2018-08-28,"SIGNED",41.3901037,2.1532729,2016,8,29,2018,8,28
7050,7051,"ES","Spain","SAIENS SMART ENERGY SL",71429,40,-4,2017-05-01,2017-07-31,"SIGNED",40,-4,2017,5,1,2017,7,31
7051,7052,"ES","Spain","FUNDACIO INSTITUT DE CIENCIES FOTONIQUES",158121.6,40,-4,2015-04-01,2017-03-31,"SIGNED",41.2754712,1.9896212,2015,4,1,2017,3,31
7052,7053,"ES","Spain","AGENCIA ESTATAL CONSEJO SUPERIOR DEINVESTIGACIONES CIENTIFICAS",158121.6,40,-4,2016-07-01,2018-06-30,"TERMINATED",40.410138,-3.689073,2016,7,1,2018,6,30
7053,7054,"ES","Spain","FUNDACION UNIVERSITARIA SAN PABLO-CEU",158121.6,40,-4,2018-04-04,2020-04-03,"SIGNED",40.428865,-3.7163068,2018,4,4,2020,4,3
7054,7055,"ES","Spain","FUNDACION TECNALIA RESEARCH & INNOVATION",4755475,40,-4,2017-11-01,2021-10-31,"SIGNED",43.18578,-2.26393,2017,11,1,2021,10,31
7055,7056,"ES","Spain","CONSERVAS FREDO S.L.",71429,40,-4,2015-09-01,2016-02-29,"SIGNED",43.406442,-3.4444519,2015,9,1,2016,2,29
7056,7057,"ES","Spain","UNIVERSIDAD DE SEVILLA",170121.6,40,-4,2016-10-01,2018-09-30,"TERMINATED",37.3807579,-5.9912307,2016,10,1,2018,9,30
7057,7058,"ES","Spain","UNIVERSITAT AUTONOMA DE BARCELONA",986250,40,-4,2016-03-01,2018-02-28,"SIGNED",41.5019255,2.1048538,2016,3,1,2018,2,28
7058,7059,"ES","Spain","UNIVERSIDAD AUTONOMA DE MADRID",1704375,40,-4,2016-03-01,2021-02-28,"SIGNED",40.5466983,-3.6943619,2016,3,1,2021,2,28
7059,7060,"ES","Spain","BARCELONA SUPERCOMPUTING CENTER - CENTRO NACIONAL DE SUPERCOMPUTACION",1999999.75,40,-4,2018-10-01,2023-09-30,"SIGNED",41.3893997,2.116153,2018,10,1,2023,9,30
7060,7061,"ES","Spain","UNIVERSIDAD AUTONOMA DE MADRID",149975,40,-4,2017-05-01,2018-04-30,"SIGNED",40.5466983,-3.6943619,2017,5,1,2018,4,30
7061,7062,"ES","Spain","GOGOA MOBILITY ROBOTS S.L.",1984950,40,-4,2016-03-01,2018-02-28,"SIGNED",43.084015,-2.325435,2016,3,1,2018,2,28
7062,7063,"ES","Spain","IDEABLE SOLUTIONS SOCIEDAD LIMITADA LABORAL",71429,40,-4,2017-03-01,2017-07-31,"SIGNED",43.298496,-2.987724,2017,3,1,2017,7,31
7063,7064,"ES","Spain","QUIBIM SOCIEDAD LIMITADA",71429,40,-4,2016-08-01,2016-12-31,"SIGNED",39.44381,-0.37755,2016,8,1,2016,12,31
7064,7065,"ES","Spain","BSH ELECTRODOMESTICOS ESPANA SA",158121.6,40,-4,2015-05-01,2017-04-30,"CLOSED",41.6495239,-0.9752695,2015,5,1,2017,4,30
7065,7066,"ES","Spain","FUNDACIO PRIVADA INSTITUT CATALA D'INVESTIGACIO QUIMICA",158121.6,40,-4,2018-04-01,2020-03-31,"SIGNED",41.1304053,1.2416911,2018,4,1,2020,3,31
7066,7067,"ES","Spain","MANUFACTURAS GOMA SL",71429,40,-4,2017-02-01,2017-07-31,"SIGNED",41.5144961,2.1325185,2017,2,1,2017,7,31
7067,7068,"ES","Spain","FUNDACION DEUSTO",10521412.35,40,-4,2016-06-01,2019-11-30,"SIGNED",43.2769911,-2.9525632,2016,6,1,2019,11,30
7068,7069,"ES","Spain","UNIVERSIDAD DE SEVILLA",158121.6,40,-4,2018-04-01,2020-05-31,"SIGNED",37.3807579,-5.9912307,2018,4,1,2020,5,31
7069,7070,"ES","Spain","FUNDACIO INSTITUT D'INVESTIGACIO SANITARIA PERE VIRGILI (IISPV)",257191.2,40,-4,2017-02-18,2020-02-17,"SIGNED",40,-4,2017,2,18,2020,2,17
7070,7071,"ES","Spain","UNIVERSIDAD DEL PAIS VASCO/ EUSKAL HERRIKO UNIBERTSITATEA",170121.6,40,-4,2016-04-01,2018-03-31,"SIGNED",43.3309433,-2.9678921,2016,4,1,2018,3,31
7071,7072,"ES","Spain","UNIVERSIDAD DE MALAGA",170121.6,40,-4,2016-01-15,2018-01-14,"CLOSED",36.7199506,-4.4160927,2016,1,15,2018,1,14
7072,7073,"ES","Spain","UNIVERSIDAD DEL PAIS VASCO/ EUSKAL HERRIKO UNIBERTSITATEA",170121.6,40,-4,2018-12-17,2020-12-16,"SIGNED",43.3309433,-2.9678921,2018,12,17,2020,12,16
7073,7074,"ES","Spain","UNIVERSIDAD POMPEU FABRA",158121.6,40,-4,2016-09-22,2018-09-21,"SIGNED",41.3789689,2.1797941,2016,9,22,2018,9,21
7074,7075,"ES","Spain","UNIVERSIDAD POMPEU FABRA",150000,40,-4,2015-11-01,2017-04-30,"SIGNED",41.3789689,2.1797941,2015,11,1,2017,4,30
7075,7076,"ES","Spain","SENSE4CARE SL",71429,40,-4,2015-06-01,2015-11-30,"SIGNED",41.350151,2.0818547,2015,6,1,2015,11,30
7076,7077,"ES","Spain","INSTITUT CATALA D'ONCOLOGIA",149931.68,40,-4,2016-09-01,2018-02-28,"SIGNED",41.3455524,2.111089,2016,9,1,2018,2,28
7077,7078,"ES","Spain","VERASAT GLOBAL SL",71429,40,-4,2017-02-01,2017-07-31,"SIGNED",41.275884,1.988828,2017,2,1,2017,7,31
7078,7079,"ES","Spain","NANOIMMUNOTECH SL",1930087.5,40,-4,2016-09-01,2018-08-31,"SIGNED",41.6369433,-0.8912015,2016,9,1,2018,8,31
7079,7080,"ES","Spain","USMIMA SL",1632148.75,40,-4,2017-04-01,2019-03-31,"SIGNED",41.369663,2.080271,2017,4,1,2019,3,31
7080,7081,"ES","Spain","DIAGNOSTIQA CONSULTORIA TECNICA SL",71429,40,-4,2016-02-01,2016-07-31,"SIGNED",43.3088553,-8.2638776,2016,2,1,2016,7,31
7081,7082,"ES","Spain","LIDER DOCTOR SL",71429,40,-4,2016-08-01,2016-12-31,"SIGNED",40,-4,2016,8,1,2016,12,31
7082,7083,"ES","Spain","FUNDACIO PRIVADA I2CAT, INTERNET I INNOVACIO DIGITAL A CATALUNYA",3821105.94,40,-4,2016-01-01,2018-06-30,"SIGNED",41.3873151,2.1117937,2016,1,1,2018,6,30
7083,7084,"ES","Spain","FUNDACIO PRIVADA INSTITUT CATALA D'INVESTIGACIO QUIMICA",150000,40,-4,2015-05-01,2016-10-31,"SIGNED",41.1304053,1.2416911,2015,5,1,2016,10,31
7084,7085,"ES","Spain","DIPUTACION DE GERONA",1024887.5,40,-4,2015-04-01,2018-03-31,"SIGNED",41.9843016,2.826282,2015,4,1,2018,3,31
7085,7086,"ES","Spain","IE UNIVERSIDAD",158121.6,40,-4,2016-06-01,2018-05-31,"SIGNED",40.9528125,-4.1187957,2016,6,1,2018,5,31
7086,7087,"ES","Spain","SERVEIS DE SUPORT A LA GESTIO SL",199158.6,40,-4,2016-07-01,2018-12-31,"SIGNED",41.2252447,1.7243677,2016,7,1,2018,12,31
7087,7088,"ES","Spain","APRIA SYSTEMS S.L.",2030633.48,40,-4,2015-12-01,2018-11-30,"SIGNED",43.3956698,-3.8392067,2015,12,1,2018,11,30
7088,7089,"ES","Spain","UNIVERSIDAD POMPEU FABRA",1499805,40,-4,2017-02-01,2022-01-31,"SIGNED",41.3789689,2.1797941,2017,2,1,2022,1,31
7089,7090,"ES","Spain","INDUSTRIAS MECANICAS ALCUDIA SA",15061282.51,40,-4,2017-06-01,2021-05-31,"SIGNED",39.2035475,-0.5069373,2017,6,1,2021,5,31
7090,7091,"ES","Spain","COMUNIDAD FORAL DE NAVARRA - GOBIERNO DE NAVARRA",1084955,40,-4,2018-02-01,2021-01-31,"SIGNED",42.815211,-1.643168,2018,2,1,2021,1,31
7091,7092,"ES","Spain","WECO WINDOWS SL",71429,40,-4,2016-06-01,2016-10-31,"SIGNED",40,-4,2016,6,1,2016,10,31
7092,7093,"ES","Spain","FUNDACION CENTRO NACIONAL DE INVESTIGACIONES CARDIOVASCULARES CARLOS III",170121.6,40,-4,2016-06-01,2018-05-31,"SIGNED",40.476349,-3.695493,2016,6,1,2018,5,31
7093,7094,"ES","Spain","AGENCIA ESTATAL CONSEJO SUPERIOR DEINVESTIGACIONES CIENTIFICAS",150000,40,-4,2016-07-01,2017-12-31,"CLOSED",40.410138,-3.689073,2016,7,1,2017,12,31
7094,7095,"ES","Spain","UNIVERSIDAD POMPEU FABRA",170121.6,40,-4,2018-09-01,2020-08-31,"SIGNED",41.3789689,2.1797941,2018,9,1,2020,8,31
7095,7096,"ES","Spain","ADVANCED & FUNCTIONAL TECHNOLOGIES FOR BIOCOMPOSITES SL",71429,40,-4,2016-08-01,2016-12-31,"SIGNED",40,-4,2016,8,1,2016,12,31
7096,7097,"ES","Spain","CENTRE INTERNACIONAL DE METODES NUMERICS EN ENGINYERIA",149991,40,-4,2018-01-01,2019-06-30,"SIGNED",41.3880326,2.1109828,2018,1,1,2019,6,30
7097,7098,"ES","Spain","FUNDACIO INSTITUT DE BIOENGINYERIA DE CATALUNYA",3593489.4,40,-4,2017-01-01,2020-12-31,"SIGNED",41.382066,2.117947,2017,1,1,2020,12,31
7098,7099,"ES","Spain","AGENCIA ESTATAL CONSEJO SUPERIOR DEINVESTIGACIONES CIENTIFICAS",239191.2,40,-4,2015-06-16,2018-07-13,"SIGNED",40.410138,-3.689073,2015,6,16,2018,7,13
7099,7100,"ES","Spain","ATOS SPAIN SA",5323407.5,40,-4,2018-09-01,2021-02-28,"SIGNED",40,-4,2018,9,1,2021,2,28
7100,7101,"ES","Spain","INSTITUTO VALENCIANO DE LA COMPETITIVIDAD EMPRESARIAL",70000,40,-4,2014-07-01,2014-12-31,"CLOSED",39.4711679,-0.4049067,2014,7,1,2014,12,31
7101,7102,"ES","Spain","INMARK EUROPA SA",2223525,40,-4,2016-01-01,2017-12-31,"SIGNED",40.4338762,-3.6960679,2016,1,1,2017,12,31
7102,7103,"ES","Spain","VIVA DEVELOPMENTS SL",71429,40,-4,2015-07-01,2015-10-31,"SIGNED",40,-4,2015,7,1,2015,10,31
7103,7104,"ES","Spain","BUNT PLANET SL",2150386.25,40,-4,2018-02-01,2020-01-31,"SIGNED",43.2954921,-2.0110468,2018,2,1,2020,1,31
7104,7105,"ES","Spain","UNIVERSITAT AUTONOMA DE BARCELONA",1451264,40,-4,2018-03-01,2023-02-28,"SIGNED",41.5019255,2.1048538,2018,3,1,2023,2,28
7105,7106,"ES","Spain","GREGORIO MARTINEZ FORTUN SL",71429,40,-4,2017-12-01,2018-04-30,"SIGNED",37.683897,-0.954213,2017,12,1,2018,4,30
7106,7107,"ES","Spain","UNIVERSIDAD CARLOS III DE MADRID",1497506.87,40,-4,2018-03-01,2023-02-28,"SIGNED",40.3170572,-3.7274678,2018,3,1,2023,2,28
7107,7108,"ES","Spain","INSTITUTO TECNOLÓGICO DE CASTILLA Y LEON",1980187.5,40,-4,2016-02-01,2019-01-31,"SIGNED",42.3669702,-3.7527536,2016,2,1,2019,1,31
7108,7109,"ES","Spain","WIND INERTIA TECHNOLOGIES S.L",71429,40,-4,2015-02-01,2015-07-31,"SIGNED",37.3916637,-5.9839421,2015,2,1,2015,7,31
7109,7110,"ES","Spain","GOBIERNO DE CANARIAS",1974187.5,40,-4,2016-11-01,2018-10-31,"SIGNED",27.7682314,-15.6061372,2016,11,1,2018,10,31
7110,7111,"ES","Spain","UNIVERSITAT DE BARCELONA",1039266.24,40,-4,2015-05-01,2017-04-30,"CLOSED",41.386608,2.16402,2015,5,1,2017,4,30
7111,7112,"ES","Spain","AGENCIA ESTATAL CONSEJO SUPERIOR DEINVESTIGACIONES CIENTIFICAS",170121.6,40,-4,2017-09-01,2019-08-31,"SIGNED",40.410138,-3.689073,2017,9,1,2019,8,31
7112,7113,"ES","Spain","UNIVERSITAT DE VALENCIA",150000,40,-4,2016-06-01,2017-11-30,"CLOSED",39.4793254,-0.3593863,2016,6,1,2017,11,30
7113,7114,"ES","Spain","UNIVERSIDAD AUTONOMA DE MADRID",1499500,40,-4,2017-04-01,2022-03-31,"SIGNED",40.5466983,-3.6943619,2017,4,1,2022,3,31
7114,7115,"ES","Spain","UNIVERSITAT DE BARCELONA",1495753,40,-4,2016-10-01,2021-09-30,"SIGNED",41.386608,2.16402,2016,10,1,2021,9,30
7115,7116,"ES","Spain","LORTEK S COOP",6163607.5,40,-4,2016-11-01,2019-10-31,"SIGNED",43.04729,-2.184161,2016,11,1,2019,10,31
7116,7117,"ES","Spain","UNIVERSITAT DE BARCELONA",2400000,40,-4,2017-01-01,2021-12-31,"SIGNED",41.386608,2.16402,2017,1,1,2021,12,31
7117,7118,"ES","Spain","NOMMON SOLUTIONS AND TECHNOLOGIES SL",599732.5,40,-4,2016-05-09,2018-05-08,"SIGNED",40.4369351,-3.6849723,2016,5,9,2018,5,8
7118,7119,"ES","Spain","IRIS TECHNOLOGY SOLUTIONS, SOCIEDAD LIMITADA",5989743.75,40,-4,2016-01-01,2018-12-31,"SIGNED",41.2747764,1.9865385,2016,1,1,2018,12,31
7119,7120,"ES","Spain","INSTITUTO TECNOLÓGICO DE CASTILLA Y LEON",1151497.5,40,-4,2016-11-01,2018-10-31,"SIGNED",42.3669702,-3.7527536,2016,11,1,2018,10,31
7120,7121,"ES","Spain","ITESTIT SL",1254470,40,-4,2016-06-01,2018-07-31,"SIGNED",40,-4,2016,6,1,2018,7,31
7121,7122,"ES","Spain","UNIVERSITAT AUTONOMA DE BARCELONA",2344500,40,-4,2016-01-01,2019-12-31,"SIGNED",41.5019255,2.1048538,2016,1,1,2019,12,31
7122,7123,"ES","Spain","UNIVERSIDAD AUTONOMA DE MADRID",1987750,40,-4,2015-09-01,2020-08-31,"SIGNED",40.5466983,-3.6943619,2015,9,1,2020,8,31
7123,7124,"ES","Spain","ACONDICIONAMIENTO TARRASENSE ASSOCIACION",3998646.25,40,-4,2016-11-01,2019-10-31,"SIGNED",41.5699425,2.0075787,2016,11,1,2019,10,31
7124,7125,"ES","Spain","IRIS TECHNOLOGY SOLUTIONS, SOCIEDAD LIMITADA",1651750,40,-4,2016-07-01,2018-06-30,"SIGNED",41.2747764,1.9865385,2016,7,1,2018,6,30
7125,7126,"ES","Spain","INSTITUTO TECNOLOGICO DEL EMBALAJE, TRANSPORTE Y LOGISTICA",1486782.5,40,-4,2016-02-01,2018-01-31,"SIGNED",39.549297,-0.459792,2016,2,1,2018,1,31
7126,7127,"ES","Spain","STARLAB BARCELONA SL",3925588.75,40,-4,2016-03-01,2019-08-31,"SIGNED",41.4149429,2.1318094,2016,3,1,2019,8,31
7127,7128,"ES","Spain","ATOS SPAIN SA",8256066.25,40,-4,2015-07-01,2017-12-31,"SIGNED",40,-4,2015,7,1,2017,12,31
7128,7129,"ES","Spain","UNIVERSIDAD AUTONOMA DE MADRID",5999150.87,40,-4,2017-01-01,2021-12-31,"SIGNED",40.5466983,-3.6943619,2017,1,1,2021,12,31
7129,7130,"ES","Spain","UNIVERSITAT AUTONOMA DE BARCELONA",1002307,40,-4,2016-07-01,2021-06-30,"SIGNED",41.5019255,2.1048538,2016,7,1,2021,6,30
7130,7131,"ES","Spain","UNIVERSIDAD AUTONOMA DE MADRID",158121.6,40,-4,2019-01-01,2020-12-31,"SIGNED",40.5466983,-3.6943619,2019,1,1,2020,12,31
7131,7132,"ES","Spain","UNIVERSIDAD COMPLUTENSE DE MADRID",158121.6,40,-4,2018-09-01,2020-08-31,"SIGNED",40.4478246,-3.7285872,2018,9,1,2020,8,31
7132,7133,"ES","Spain","LARGOIKO S.L.L.",937023.75,40,-4,2017-07-01,2018-09-30,"SIGNED",42.65831,-2.002468,2017,7,1,2018,9,30
7133,7134,"ES","Spain","UNIVERSIDAD CARLOS III DE MADRID",1422375,40,-4,2018-09-01,2023-08-31,"SIGNED",40.3170572,-3.7274678,2018,9,1,2023,8,31
