document;term;count;rank;Title
53;modelling;0,025853156;4;Advancing the integration of Materials Modelling in Business Processes to enhance effective industrial decision making and increase competitiveness
53;tailored;0,025333165;5;Advancing the integration of Materials Modelling in Business Processes to enhance effective industrial decision making and increase competitiveness
53;models;0,02377506;6;Advancing the integration of Materials Modelling in Business Processes to enhance effective industrial decision making and increase competitiveness
53;data;0,021915881;7;Advancing the integration of Materials Modelling in Business Processes to enhance effective industrial decision making and increase competitiveness
53;connects;0,021052327;8;Advancing the integration of Materials Modelling in Business Processes to enhance effective industrial decision making and increase competitiveness
53;apps;0,020866188;9;Advancing the integration of Materials Modelling in Business Processes to enhance effective industrial decision making and increase competitiveness
53;business;0,020325012;10;Advancing the integration of Materials Modelling in Business Processes to enhance effective industrial decision making and increase competitiveness
530;climate;0,198027445;1;Integrated European regional modelling and climate prediction system
530;predictions;0,078555536;2;Integrated European regional modelling and climate prediction system
530;prediction;0,077391046;3;Integrated European regional modelling and climate prediction system
530;characterise;0,045400394;4;Integrated European regional modelling and climate prediction system
530;near;0,041352536;5;Integrated European regional modelling and climate prediction system
530;projections;0,040273609;6;Integrated European regional modelling and climate prediction system
530;uncertainty;0,038359607;7;Integrated European regional modelling and climate prediction system
530;methodologies;0,037552453;8;Integrated European regional modelling and climate prediction system
530;observations;0,037237129;9;Integrated European regional modelling and climate prediction system
530;information;0,036673026;10;Integrated European regional modelling and climate prediction system
531;landing;0,153341912;1;Integrated main landing gear bay
531;gear;0,150414392;2;Integrated main landing gear bay
531;structural;0,090889488;3;Integrated main landing gear bay
531;configuration;0,073611635;4;Integrated main landing gear bay
531;loaded;0,053896255;5;Integrated main landing gear bay
531;aircraft;0,051542402;6;Integrated main landing gear bay
531;drawbacks;0,048367815;7;Integrated main landing gear bay
531;extensively;0,047957813;8;Integrated main landing gear bay
531;referred;0,047171829;9;Integrated main landing gear bay
531;terms;0,045637117;10;Integrated main landing gear bay
532;railway;0,190059195;1;Integrated Mobility and Safety Management
532;rail;0,095029598;2;Integrated Mobility and Safety Management
532;planning;0,086428627;3;Integrated Mobility and Safety Management
532;safety;0,073838962;4;Integrated Mobility and Safety Management
532;hand;0,070356052;5;Integrated Mobility and Safety Management
532;shift2rail;0,059879388;6;Integrated Mobility and Safety Management
532;referred;0,051186453;7;Integrated Mobility and Safety Management
532;improves;0,046875214;8;Integrated Mobility and Safety Management
532;smart;0,045237493;9;Integrated Mobility and Safety Management
532;safer;0,043766908;10;Integrated Mobility and Safety Management
533;airport;0,132768488;1;Integrated Surface Management
533;operations;0,065763653;2;Integrated Surface Management
533;feature;0,03347147;3;Integrated Surface Management
533;validation;0,029347207;4;Integrated Surface Management
533;surface;0,025829933;5;Integrated Surface Management
533;availability;0,025241018;6;Integrated Surface Management
533;ground;0,023383299;7;Integrated Surface Management
533;allocation;0,021895227;8;Integrated Surface Management
533;significance;0,021895227;9;Integrated Surface Management
533;situational;0,021895227;10;Integrated Surface Management
534;response;0,043556761;1;Integrated tools for response planning and scenario building
534;shall;0,029844627;2;Integrated tools for response planning and scenario building
534;units;0,029422314;3;Integrated tools for response planning and scenario building
534;planning;0,027577362;4;Integrated tools for response planning and scenario building
534;crisis;0,027103976;5;Integrated tools for response planning and scenario building
534;civil;0,025666926;6;Integrated tools for response planning and scenario building
534;protection;0,024338549;7;Integrated tools for response planning and scenario building
534;scenario;0,023529867;8;Integrated tools for response planning and scenario building
534;disasters;0,022927342;9;Integrated tools for response planning and scenario building
534;realistic;0,022066735;10;Integrated tools for response planning and scenario building
535;infrastructures;0,026888614;1;Integrating Activities for Advanced Communities
535;facilities;0,02095283;2;Integrating Activities for Advanced Communities
535;access;0,020309616;3;Integrating Activities for Advanced Communities
535;marine;0,018454839;4;Integrating Activities for Advanced Communities
535;hpc;0,017830229;5;Integrating Activities for Advanced Communities
535;research;0,014941302;6;Integrating Activities for Advanced Communities
535;infrastructure;0,014923352;7;Integrating Activities for Advanced Communities
535;excellence;0,013343197;8;Integrating Activities for Advanced Communities
535;data;0,01313741;9;Integrating Activities for Advanced Communities
535;vector;0,012688335;10;Integrating Activities for Advanced Communities
536;creation;0,100860943;1;Integrating Society in Science and Innovation – An approach to co-creation
536;rri;0,033904475;2;Integrating Society in Science and Innovation – An approach to co-creation
536;cultural;0,030465097;3;Integrating Society in Science and Innovation – An approach to co-creation
536;policy;0,027306137;4;Integrating Society in Science and Innovation – An approach to co-creation
536;labs;0,02389494;5;Integrating Society in Science and Innovation – An approach to co-creation
536;innovation;0,022784669;6;Integrating Society in Science and Innovation – An approach to co-creation
536;instruments;0,022316236;7;Integrating Society in Science and Innovation – An approach to co-creation
536;policies;0,021577673;8;Integrating Society in Science and Innovation – An approach to co-creation
536;science;0,021508122;9;Integrating Society in Science and Innovation – An approach to co-creation
536;understand;0,019884137;10;Integrating Society in Science and Innovation – An approach to co-creation
537;simulation;0,069609171;1;Integration of a property simulation tool for integrated virtual design & manufacturing of forged discs/rotors for aero engine applications
537;properties;0,063331613;2;Integration of a property simulation tool for integrated virtual design & manufacturing of forged discs/rotors for aero engine applications
537;variations;0,060932584;3;Integration of a property simulation tool for integrated virtual design & manufacturing of forged discs/rotors for aero engine applications
537;strength;0,050487967;4;Integration of a property simulation tool for integrated virtual design & manufacturing of forged discs/rotors for aero engine applications
537;yield;0,047925873;5;Integration of a property simulation tool for integrated virtual design & manufacturing of forged discs/rotors for aero engine applications
537;uniform;0,044371277;6;Integration of a property simulation tool for integrated virtual design & manufacturing of forged discs/rotors for aero engine applications
537;gmbh;0,043940417;7;Integration of a property simulation tool for integrated virtual design & manufacturing of forged discs/rotors for aero engine applications
537;mechanical;0,042213631;8;Integration of a property simulation tool for integrated virtual design & manufacturing of forged discs/rotors for aero engine applications
537;direction;0,038275898;9;Integration of a property simulation tool for integrated virtual design & manufacturing of forged discs/rotors for aero engine applications
537;prediction;0,032273713;10;Integration of a property simulation tool for integrated virtual design & manufacturing of forged discs/rotors for aero engine applications
538;retrofitting;0,073877278;1;Integration of advanced technologies for heating and cooling at building and district level
538;district;0,051283235;2;Integration of advanced technologies for heating and cooling at building and district level
538;energy;0,04628645;3;Integration of advanced technologies for heating and cooling at building and district level
538;building;0,044004694;4;Integration of advanced technologies for heating and cooling at building and district level
538;heating;0,040928138;5;Integration of advanced technologies for heating and cooling at building and district level
538;cooling;0,038382199;6;Integration of advanced technologies for heating and cooling at building and district level
538;heat;0,032140586;7;Integration of advanced technologies for heating and cooling at building and district level
538;solution;0,025102635;8;Integration of advanced technologies for heating and cooling at building and district level
538;solar;0,023759851;9;Integration of advanced technologies for heating and cooling at building and district level
538;buildings;0,023633787;10;Integration of advanced technologies for heating and cooling at building and district level
539;energy;0,063539363;1;Integration of Demand Response in Energy Management Systems while ensuring interoperability through Public Private Partnership (EeB PPP)
539;respond;0,049814926;2;Integration of Demand Response in Energy Management Systems while ensuring interoperability through Public Private Partnership (EeB PPP)
539;response;0,035117191;3;Integration of Demand Response in Energy Management Systems while ensuring interoperability through Public Private Partnership (EeB PPP)
539;building;0,032720513;4;Integration of Demand Response in Energy Management Systems while ensuring interoperability through Public Private Partnership (EeB PPP)
539;demand;0,030483287;5;Integration of Demand Response in Energy Management Systems while ensuring interoperability through Public Private Partnership (EeB PPP)
539;home;0,025697573;6;Integration of Demand Response in Energy Management Systems while ensuring interoperability through Public Private Partnership (EeB PPP)
539;buildings;0,025561228;7;Integration of Demand Response in Energy Management Systems while ensuring interoperability through Public Private Partnership (EeB PPP)
539;district;0,024959525;8;Integration of Demand Response in Energy Management Systems while ensuring interoperability through Public Private Partnership (EeB PPP)
539;load;0,019697597;9;Integration of Demand Response in Energy Management Systems while ensuring interoperability through Public Private Partnership (EeB PPP)
539;seamless;0,018970714;10;Integration of Demand Response in Energy Management Systems while ensuring interoperability through Public Private Partnership (EeB PPP)
54;advice;0,070513925;1;Advisors' roles in the functioning of AKIS and advisory policies boosting innovation in sustainable agriculture
54;advisors;0,06595711;2;Advisors' roles in the functioning of AKIS and advisory policies boosting innovation in sustainable agriculture
54;advisory;0,055820227;3;Advisors' roles in the functioning of AKIS and advisory policies boosting innovation in sustainable agriculture
54;farmers;0,052557276;4;Advisors' roles in the functioning of AKIS and advisory policies boosting innovation in sustainable agriculture
54;farm;0,051001108;5;Advisors' roles in the functioning of AKIS and advisory policies boosting innovation in sustainable agriculture
54;researchers;0,033017702;6;Advisors' roles in the functioning of AKIS and advisory policies boosting innovation in sustainable agriculture
54;insights;0,032162784;7;Advisors' roles in the functioning of AKIS and advisory policies boosting innovation in sustainable agriculture
54;organisations;0,031959129;8;Advisors' roles in the functioning of AKIS and advisory policies boosting innovation in sustainable agriculture
54;agricultural;0,0318269;9;Advisors' roles in the functioning of AKIS and advisory policies boosting innovation in sustainable agriculture
54;scenario;0,0318269;10;Advisors' roles in the functioning of AKIS and advisory policies boosting innovation in sustainable agriculture
540;harvesting;0,111584309;1;Integration of energy harvesting at building and district level
540;energy;0,076996338;2;Integration of energy harvesting at building and district level
540;res;0,067489974;3;Integration of energy harvesting at building and district level
540;solar;0,053521963;4;Integration of energy harvesting at building and district level
540;envelope;0,044135079;5;Integration of energy harvesting at building and district level
540;harvest;0,03531463;6;Integration of energy harvesting at building and district level
540;building;0,034694079;7;Integration of energy harvesting at building and district level
540;residential;0,03318095;8;Integration of energy harvesting at building and district level
540;buildings;0,031942793;9;Integration of energy harvesting at building and district level
540;plug;0,030762093;10;Integration of energy harvesting at building and district level
541;ice;0,119326311;1;Integration of innovative ice protection systems into structure and their validation
541;aircraft;0,065716563;2;Integration of innovative ice protection systems into structure and their validation
541;mass;0,051901489;3;Integration of innovative ice protection systems into structure and their validation
541;edge;0,050349666;4;Integration of innovative ice protection systems into structure and their validation
541;protection;0,049792616;5;Integration of innovative ice protection systems into structure and their validation
541;intake;0,046905521;6;Integration of innovative ice protection systems into structure and their validation
541;tested;0,042286069;7;Integration of innovative ice protection systems into structure and their validation
541;electromagnetic;0,041841499;8;Integration of innovative ice protection systems into structure and their validation
541;metallic;0,041471548;9;Integration of innovative ice protection systems into structure and their validation
541;constant;0,039775437;10;Integration of innovative ice protection systems into structure and their validation
542;simulation;0,059919982;1;Integration of Laser Beam Melting Simulation in the tool landscape for process preparation of Additive Manufacturing (AM) for Aero Engine applications
542;additive;0,049081221;2;Integration of Laser Beam Melting Simulation in the tool landscape for process preparation of Additive Manufacturing (AM) for Aero Engine applications
542;manufacturing;0,043803823;3;Integration of Laser Beam Melting Simulation in the tool landscape for process preparation of Additive Manufacturing (AM) for Aero Engine applications
542;time;0,041899036;4;Integration of Laser Beam Melting Simulation in the tool landscape for process preparation of Additive Manufacturing (AM) for Aero Engine applications
542;production;0,03744104;5;Integration of Laser Beam Melting Simulation in the tool landscape for process preparation of Additive Manufacturing (AM) for Aero Engine applications
542;parts;0,03166405;6;Integration of Laser Beam Melting Simulation in the tool landscape for process preparation of Additive Manufacturing (AM) for Aero Engine applications
542;process;0,029950955;7;Integration of Laser Beam Melting Simulation in the tool landscape for process preparation of Additive Manufacturing (AM) for Aero Engine applications
542;layered;0,029868228;8;Integration of Laser Beam Melting Simulation in the tool landscape for process preparation of Additive Manufacturing (AM) for Aero Engine applications
542;nox;0,029868228;9;Integration of Laser Beam Melting Simulation in the tool landscape for process preparation of Additive Manufacturing (AM) for Aero Engine applications
542;reasonable;0,029868228;10;Integration of Laser Beam Melting Simulation in the tool landscape for process preparation of Additive Manufacturing (AM) for Aero Engine applications
543;composites;0,084184514;1;Integration of unconventional technologies for multi-material processing into manufacturing systems
543;manufacturing;0,074091968;2;Integration of unconventional technologies for multi-material processing into manufacturing systems
543;unconventional;0,061309494;3;Integration of unconventional technologies for multi-material processing into manufacturing systems
543;hybrid;0,044424638;4;Integration of unconventional technologies for multi-material processing into manufacturing systems
543;metals;0,035487379;5;Integration of unconventional technologies for multi-material processing into manufacturing systems
543;multifunctional;0,033673806;6;Integration of unconventional technologies for multi-material processing into manufacturing systems
543;railway;0,033207369;7;Integration of unconventional technologies for multi-material processing into manufacturing systems
543;forming;0,031718159;8;Integration of unconventional technologies for multi-material processing into manufacturing systems
543;production;0,03166482;9;Integration of unconventional technologies for multi-material processing into manufacturing systems
543;create;0,029719139;10;Integration of unconventional technologies for multi-material processing into manufacturing systems
544;freight;0,176101089;1;Intelligent freight wagon with predictive maintenance
544;rail;0,089327822;2;Intelligent freight wagon with predictive maintenance
544;predictive;0,08036531;3;Intelligent freight wagon with predictive maintenance
544;maintenance;0,075614765;4;Intelligent freight wagon with predictive maintenance
544;lightweight;0,063625373;5;Intelligent freight wagon with predictive maintenance
544;cargo;0,060251759;6;Intelligent freight wagon with predictive maintenance
544;stream;0,051846483;7;Intelligent freight wagon with predictive maintenance
544;shift2rail;0,0450293;8;Intelligent freight wagon with predictive maintenance
544;monitoring;0,042766738;9;Intelligent freight wagon with predictive maintenance
544;intelligent;0,037513946;10;Intelligent freight wagon with predictive maintenance
545;maintenance;0,086149635;1;Intelligent maintenance systems and strategies
545;railway;0,069787361;2;Intelligent maintenance systems and strategies
545;asset;0,067079054;3;Intelligent maintenance systems and strategies
545;intelligent;0,048846284;4;Intelligent maintenance systems and strategies
545;assets;0,043348264;5;Intelligent maintenance systems and strategies
545;workflow;0,038216382;6;Intelligent maintenance systems and strategies
545;decision;0,036476241;7;Intelligent maintenance systems and strategies
545;monitoring;0,033411514;8;Intelligent maintenance systems and strategies
545;measuring;0,033328847;9;Intelligent maintenance systems and strategies
545;management;0,031606748;10;Intelligent maintenance systems and strategies
546;forest;0,067572171;1;Intelligent solutions and tools in forest production systems, fostering a sustainable supply of quality wood for the growing bioeconomy
546;wood;0,048757557;2;Intelligent solutions and tools in forest production systems, fostering a sustainable supply of quality wood for the growing bioeconomy
546;forests;0,043464575;3;Intelligent solutions and tools in forest production systems, fostering a sustainable supply of quality wood for the growing bioeconomy
546;southern;0,018886861;4;Intelligent solutions and tools in forest production systems, fostering a sustainable supply of quality wood for the growing bioeconomy
546;lowering;0,018428774;5;Intelligent solutions and tools in forest production systems, fostering a sustainable supply of quality wood for the growing bioeconomy
546;load;0,015438657;6;Intelligent solutions and tools in forest production systems, fostering a sustainable supply of quality wood for the growing bioeconomy
546;split;0,01384073;7;Intelligent solutions and tools in forest production systems, fostering a sustainable supply of quality wood for the growing bioeconomy
546;practices;0,013532368;8;Intelligent solutions and tools in forest production systems, fostering a sustainable supply of quality wood for the growing bioeconomy
546;small;0,013144784;9;Intelligent solutions and tools in forest production systems, fostering a sustainable supply of quality wood for the growing bioeconomy
546;impacts;0,012978811;10;Intelligent solutions and tools in forest production systems, fostering a sustainable supply of quality wood for the growing bioeconomy
547;tunnel;0,177032697;1;Interactional aerodynamic assessment of advanced Tilt Rotor configuration
547;wind;0,139927486;2;Interactional aerodynamic assessment of advanced Tilt Rotor configuration
547;aerodynamic;0,073180435;3;Interactional aerodynamic assessment of advanced Tilt Rotor configuration
547;test;0,068781241;4;Interactional aerodynamic assessment of advanced Tilt Rotor configuration
547;powered;0,065428251;5;Interactional aerodynamic assessment of advanced Tilt Rotor configuration
547;configuration;0,059354836;6;Interactional aerodynamic assessment of advanced Tilt Rotor configuration
547;perform;0,059042627;7;Interactional aerodynamic assessment of advanced Tilt Rotor configuration
547;optimisation;0,041471359;8;Interactional aerodynamic assessment of advanced Tilt Rotor configuration
547;visualisation;0,039340599;9;Interactional aerodynamic assessment of advanced Tilt Rotor configuration
547;performed;0,03595607;10;Interactional aerodynamic assessment of advanced Tilt Rotor configuration
548;accessibility;0,073613295;1;Interfaces for accessibility
548;web;0,055962184;2;Interfaces for accessibility
548;neural;0,028590297;3;Interfaces for accessibility
548;people;0,024249031;4;Interfaces for accessibility
548;assistive;0,019208309;5;Interfaces for accessibility
548;tools;0,017322311;6;Interfaces for accessibility
548;content;0,016807912;7;Interfaces for accessibility
548;haptic;0,015545907;8;Interfaces for accessibility
548;cognitive;0,014128931;9;Interfaces for accessibility
548;learning;0,013426966;10;Interfaces for accessibility
549;ratio;0,064046138;1;Intermediate Compressor Case Duct Aerodynamics
549;bypass;0,062723278;2;Intermediate Compressor Case Duct Aerodynamics
549;port;0,040927232;3;Intermediate Compressor Case Duct Aerodynamics
549;engine;0,038637168;4;Intermediate Compressor Case Duct Aerodynamics
549;intermediate;0,037315807;5;Intermediate Compressor Case Duct Aerodynamics
549;validate;0,034862961;6;Intermediate Compressor Case Duct Aerodynamics
549;representative;0,026903215;7;Intermediate Compressor Case Duct Aerodynamics
549;experimental;0,024426845;8;Intermediate Compressor Case Duct Aerodynamics
549;performance;0,023402062;9;Intermediate Compressor Case Duct Aerodynamics
549;avoided;0,021648702;10;Intermediate Compressor Case Duct Aerodynamics
55;road;0,090969802;1;Aerodynamic and flexible trucks
55;transport;0,0901859;2;Aerodynamic and flexible trucks
55;vehicle;0,068236045;3;Aerodynamic and flexible trucks
55;concepts;0,048250479;4;Aerodynamic and flexible trucks
55;freight;0,038517299;5;Aerodynamic and flexible trucks
55;aerodynamic;0,036446162;6;Aerodynamic and flexible trucks
55;flexible;0,032201093;7;Aerodynamic and flexible trucks
55;characterise;0,02189586;8;Aerodynamic and flexible trucks
55;comfortable;0,021401643;9;Aerodynamic and flexible trucks
55;paramount;0,020732647;10;Aerodynamic and flexible trucks
550;brazil;0,119831987;1;International Cooperation with Brazil on advanced lignocellulosic biofuels
550;logistics;0,092122581;2;International Cooperation with Brazil on advanced lignocellulosic biofuels
550;biofuels;0,072663834;3;International Cooperation with Brazil on advanced lignocellulosic biofuels
550;biomass;0,05344447;4;International Cooperation with Brazil on advanced lignocellulosic biofuels
550;residues;0,044069342;5;International Cooperation with Brazil on advanced lignocellulosic biofuels
550;feedstock;0,040517279;6;International Cooperation with Brazil on advanced lignocellulosic biofuels
550;land;0,034163615;7;International Cooperation with Brazil on advanced lignocellulosic biofuels
550;conversion;0,032234563;8;International Cooperation with Brazil on advanced lignocellulosic biofuels
550;projects;0,025014256;9;International Cooperation with Brazil on advanced lignocellulosic biofuels
550;enzymatic;0,023966397;10;International Cooperation with Brazil on advanced lignocellulosic biofuels
551;capture;0,077185258;1;International Cooperation with South Korea on new generation high-efficiency capture processes
551;co2;0,073734285;2;International Cooperation with South Korea on new generation high-efficiency capture processes
551;solvents;0,057652913;3;International Cooperation with South Korea on new generation high-efficiency capture processes
551;combustion;0,045056238;4;International Cooperation with South Korea on new generation high-efficiency capture processes
551;packed;0,041618605;5;International Cooperation with South Korea on new generation high-efficiency capture processes
551;bed;0,036653078;6;International Cooperation with South Korea on new generation high-efficiency capture processes
551;phase;0,032875018;7;International Cooperation with South Korea on new generation high-efficiency capture processes
551;membranes;0,030548093;8;International Cooperation with South Korea on new generation high-efficiency capture processes
551;change;0,028312945;9;International Cooperation with South Korea on new generation high-efficiency capture processes
551;graphene;0,025244663;10;International Cooperation with South Korea on new generation high-efficiency capture processes
552;africa;0,045954104;1;International partnership building in low and middle income countries
552;african;0,033475804;2;International partnership building in low and middle income countries
552;west;0,024136715;3;International partnership building in low and middle income countries
552;lab;0,020041225;4;International partnership building in low and middle income countries
552;ict;0,019768666;5;International partnership building in low and middle income countries
552;iot;0,015527968;6;International partnership building in low and middle income countries
552;skills;0,015237884;7;International partnership building in low and middle income countries
552;cooperation;0,013447565;8;International partnership building in low and middle income countries
552;communities;0,012620319;9;International partnership building in low and middle income countries
552;innovation;0,012298608;10;International partnership building in low and middle income countries
553;semantic;0,102501682;1;Interoperability Framework Converters
553;transformations;0,094130172;2;Interoperability Framework Converters
553;rail;0,077340105;3;Interoperability Framework Converters
553;shift2rail;0,073099513;4;Interoperability Framework Converters
553;scenario;0,0500137;5;Interoperability Framework Converters
553;tap;0,047065086;6;Interoperability Framework Converters
553;exchanges;0,042000476;7;Interoperability Framework Converters
553;specification;0,039213219;8;Interoperability Framework Converters
553;travel;0,037407275;9;Interoperability Framework Converters
553;participants;0,032183543;10;Interoperability Framework Converters
554;governance;0,097270162;1;Interoperability Framework governance, ensuring its market uptake and sustainability
554;mobility;0,061499707;2;Interoperability Framework governance, ensuring its market uptake and sustainability
554;rail;0,055368485;3;Interoperability Framework governance, ensuring its market uptake and sustainability
554;confidence;0,051607425;4;Interoperability Framework governance, ensuring its market uptake and sustainability
554;shift2rail;0,046517872;5;Interoperability Framework governance, ensuring its market uptake and sustainability
554;modal;0,040091363;6;Interoperability Framework governance, ensuring its market uptake and sustainability
554;semantic;0,039137006;7;Interoperability Framework governance, ensuring its market uptake and sustainability
554;travel;0,035706944;8;Interoperability Framework governance, ensuring its market uptake and sustainability
554;establishment;0,030872543;9;Interoperability Framework governance, ensuring its market uptake and sustainability
554;fostering;0,030720654;10;Interoperability Framework governance, ensuring its market uptake and sustainability
555;movement;0,08162743;1;Intra-EU mobility and its impacts for social and economic systems 
555;free;0,059680392;2;Intra-EU mobility and its impacts for social and economic systems 
555;impacts;0,049434001;3;Intra-EU mobility and its impacts for social and economic systems 
555;public;0,044148746;4;Intra-EU mobility and its impacts for social and economic systems 
555;media;0,040073766;5;Intra-EU mobility and its impacts for social and economic systems 
555;intra;0,037435705;6;Intra-EU mobility and its impacts for social and economic systems 
555;policymakers;0,036855309;7;Intra-EU mobility and its impacts for social and economic systems 
555;mobility;0,035018657;8;Intra-EU mobility and its impacts for social and economic systems 
555;institutional;0,032080334;9;Intra-EU mobility and its impacts for social and economic systems 
555;political;0,029592568;10;Intra-EU mobility and its impacts for social and economic systems 
556;fuel;0,100117336;1;Investigating the safety of closed nuclear fuel cycle options and fuel developments
556;nuclear;0,071177547;2;Investigating the safety of closed nuclear fuel cycle options and fuel developments
556;oxide;0,053754;3;Investigating the safety of closed nuclear fuel cycle options and fuel developments
556;recycling;0,051974756;4;Investigating the safety of closed nuclear fuel cycle options and fuel developments
556;fuels;0,049756959;5;Investigating the safety of closed nuclear fuel cycle options and fuel developments
556;longer;0,046514306;6;Investigating the safety of closed nuclear fuel cycle options and fuel developments
556;cycle;0,046247631;7;Investigating the safety of closed nuclear fuel cycle options and fuel developments
556;spent;0,038977665;8;Investigating the safety of closed nuclear fuel cycle options and fuel developments
556;normal;0,035109722;9;Investigating the safety of closed nuclear fuel cycle options and fuel developments
556;containing;0,034649837;10;Investigating the safety of closed nuclear fuel cycle options and fuel developments
557;iot;0,14094677;1;IoT Horizontal activities
557;pilots;0,036855412;2;IoT Horizontal activities
557;user;0,029775906;3;IoT Horizontal activities
557;initiatives;0,028090153;4;IoT Horizontal activities
557;online;0,025063093;5;IoT Horizontal activities
557;privacy;0,024003536;6;IoT Horizontal activities
557;adoption;0,023027031;7;IoT Horizontal activities
557;rri;0,021875322;8;IoT Horizontal activities
557;csa;0,020579836;9;IoT Horizontal activities
557;exchanges;0,019521348;10;IoT Horizontal activities
558;iot;0,162154038;1;IoT joint research
558;interoperability;0,060477709;2;IoT joint research
558;standardisation;0,032603796;3;IoT joint research
558;trust;0,032603796;4;IoT joint research
558;going;0,031601344;5;IoT joint research
558;pilots;0,030528566;6;IoT joint research
558;reference;0,025752022;7;IoT joint research
558;emerging;0,023429388;8;IoT joint research
558;prestigious;0,023173118;9;IoT joint research
558;continents;0,022905908;10;IoT joint research
559;irrigation;0,063393789;1;IoT Pilots
559;water;0,055192305;2;IoT Pilots
559;children;0,047699622;3;IoT Pilots
559;obesity;0,046535337;4;IoT Pilots
559;iot;0,045384221;5;IoT Pilots
559;brazil;0,031023558;6;IoT Pilots
559;additive;0,026043097;7;IoT Pilots
559;products;0,019675743;8;IoT Pilots
559;smart;0,018596171;9;IoT Pilots
559;childhood;0,016410095;10;IoT Pilots
56;interference;0,086694172;1;Aerodynamic Isolated and Installed Methods for UHBR Adaptable Area Nozzles
56;bypass;0,073459695;2;Aerodynamic Isolated and Installed Methods for UHBR Adaptable Area Nozzles
56;ultra;0,046636815;3;Aerodynamic Isolated and Installed Methods for UHBR Adaptable Area Nozzles
56;reductions;0,039433547;4;Aerodynamic Isolated and Installed Methods for UHBR Adaptable Area Nozzles
56;induced;0,038433265;5;Aerodynamic Isolated and Installed Methods for UHBR Adaptable Area Nozzles
56;sea;0,035825097;6;Aerodynamic Isolated and Installed Methods for UHBR Adaptable Area Nozzles
56;area;0,033643223;7;Aerodynamic Isolated and Installed Methods for UHBR Adaptable Area Nozzles
56;move;0,032846311;8;Aerodynamic Isolated and Installed Methods for UHBR Adaptable Area Nozzles
56;noise;0,032690653;9;Aerodynamic Isolated and Installed Methods for UHBR Adaptable Area Nozzles
56;adaptive;0,031650318;10;Aerodynamic Isolated and Installed Methods for UHBR Adaptable Area Nozzles
560;city;0,051930028;1;IoT/Cloud/Big Data platforms in social application contexts
560;data;0,043638626;2;IoT/Cloud/Big Data platforms in social application contexts
560;cities;0,032155761;3;IoT/Cloud/Big Data platforms in social application contexts
560;platform;0,023669242;4;IoT/Cloud/Big Data platforms in social application contexts
560;big;0,022171109;5;IoT/Cloud/Big Data platforms in social application contexts
560;iot;0,021660651;6;IoT/Cloud/Big Data platforms in social application contexts
560;intelligence;0,020007691;7;IoT/Cloud/Big Data platforms in social application contexts
560;cloud;0,018796607;8;IoT/Cloud/Big Data platforms in social application contexts
560;smart;0,015778569;9;IoT/Cloud/Big Data platforms in social application contexts
560;citizen;0,01535561;10;IoT/Cloud/Big Data platforms in social application contexts
561;rig;0,09154812;1;IP Turbine Rear Stages Aero/Noise Rigs
561;turbine;0,038382123;2;IP Turbine Rear Stages Aero/Noise Rigs
561;aerodynamic;0,038095988;3;IP Turbine Rear Stages Aero/Noise Rigs
561;acoustic;0,034893994;4;IP Turbine Rear Stages Aero/Noise Rigs
561;testing;0,03470108;5;IP Turbine Rear Stages Aero/Noise Rigs
561;technologies;0,034683021;6;IP Turbine Rear Stages Aero/Noise Rigs
561;test;0,031827442;7;IP Turbine Rear Stages Aero/Noise Rigs
561;noise;0,029865535;8;IP Turbine Rear Stages Aero/Noise Rigs
561;stages;0,027329549;9;IP Turbine Rear Stages Aero/Noise Rigs
561;experimental;0,026135719;10;IP Turbine Rear Stages Aero/Noise Rigs
562;coherent;0,091926388;1;IP4 overall integration and demonstration
562;technical;0,075247426;2;IP4 overall integration and demonstration
562;coordination;0,060237349;3;IP4 overall integration and demonstration
562;shift2rail;0,059879388;4;IP4 overall integration and demonstration
562;projects;0,059076221;5;IP4 overall integration and demonstration
562;feeding;0,05602226;6;IP4 overall integration and demonstration
562;consistency;0,055464096;7;IP4 overall integration and demonstration
562;convergence;0,055464096;8;IP4 overall integration and demonstration
562;outlined;0,053901953;9;IP4 overall integration and demonstration
562;master;0,051606967;10;IP4 overall integration and demonstration
563;climate;0,170353666;1;IPCC secretariat
563;change;0,102753722;2;IPCC secretariat
563;report;0,092996335;3;IPCC secretariat
563;panel;0,0903591;4;IPCC secretariat
563;preparation;0,086993996;5;IPCC secretariat
563;assessment;0,062564259;6;IPCC secretariat
563;underpinning;0,057461678;7;IPCC secretariat
563;economies;0,050889066;8;IPCC secretariat
563;governments;0,047636182;9;IPCC secretariat
563;consistent;0,046498167;10;IPCC secretariat
564;company;0,043522764;1;IRIMA-2015
564;stage;0,038334795;2;IRIMA-2015
564;companies;0,038217658;3;IRIMA-2015
564;investment;0,03589041;4;IRIMA-2015
564;job;0,034900749;5;IRIMA-2015
564;past;0,029543721;6;IRIMA-2015
564;related;0,028926295;7;IRIMA-2015
564;innovation;0,028540172;8;IRIMA-2015
564;data;0,027223634;9;IRIMA-2015
564;activity;0,025364167;10;IRIMA-2015
565;testing;0,064369179;1;IT virtualization of testing environment
565;lab;0,063903714;2;IT virtualization of testing environment
565;labs;0,043868191;3;IT virtualization of testing environment
565;signalling;0,03903885;4;IT virtualization of testing environment
565;railway;0,034094588;5;IT virtualization of testing environment
565;architecture;0,032993457;6;IT virtualization of testing environment
565;connection;0,031778618;7;IT virtualization of testing environment
